Year,Country,AverageTemperature,split
1941,India,18.3,-1.839394495684035
1942,India,17.1,-0.7243349363498053
1943,India,17.6,-0.6708673873972358
1944,India,18.1,0.755981170037719
1945,India,16.1,-0.2807119984170319
1946,India,17.8,1.0810318347471277
1947,India,17.7,0.30560570430140044
1948,India,16.8,-0.9071419346898473
1949,India,16.7,-0.07120159285722517
1950,India,16.6,0.08359826218081857
1951,India,17.5,0.2769916593024447
1952,India,17.9,0.22179317829923573
1953,India,18.4,-0.39621619785100526
1954,India,17.4,-0.1604759639124586
1955,India,17.1,1.063599127203012
1956,India,17.5,-0.514337459840204
1957,India,18.1,-0.10509762812133022
1959,India,17.9,-0.11723037032669244
1960,India,18.1,0.13859252419892407
1961,India,16.0,1.7106637267176785
1962,India,17.4,0.08793747746484161
1963,India,17.8,0.9547259522279576
1964,India,17.3,-0.15694434966708942
1965,India,17.6,1.3634511213077622
1966,India,17.3,1.0124866799822607
1967,India,18.2,1.7504892360377404
1969,India,17.9,-0.24612961859263985
1970,India,17.0,-0.946419134631346
1971,India,17.1,1.3778195955247674
1972,India,18.3,0.6214653549005762
1973,India,17.0,1.7047810623904993
1974,India,16.7,0.5539307716859692
1975,India,16.9,-0.033701974021007663
1976,India,18.2,-0.9461347317249992
1977,India,18.0,-1.1786881015601243
1978,India,17.7,0.7390861731309591
1979,India,18.3,1.7875960580680512
1980,India,18.0,-0.37652808598056264
1982,India,18.1,-0.02161093496660514
1983,India,17.4,-0.6329122895473385
1984,India,18.2,-1.058133808977388
1985,India,18.6,-0.07072799233418423
1986,India,17.7,0.3583181579070146
1987,India,18.0,-0.14435589531085624
1988,India,18.3,0.8316155911635723
1989,India,17.6,-1.600889495069793
1990,India,18.2,-1.7322352325189008
1991,India,17.6,1.2740283104590342
1992,India,17.8,1.253360425222615
1993,India,17.8,-1.0127734788824476
1994,India,17.6,-0.4723788428554462
1995,India,18.3,0.7986958487950352
1997,India,17.6,-0.04237235275011838
1998,India,18.0,-3.3640157200389065
1999,India,18.0,-1.3996676254519869
2000,India,18.0,0.13286425626218434
2001,India,18.4,-1.8693355818409028
2002,India,18.9,-1.8873259999768945
2003,India,18.0,-0.8978426021261373
2004,India,18.5,0.15888804989186292
2005,India,17.5,0.6716627211601194
2006,India,18.4,1.1677174302548843
2008,India,19.2,-0.6955406250974019
2009,India,18.6,-0.7247161375431251
2010,India,17.5,0.5084489628378451
2011,India,18.2,-2.3297137502991165
2012,India,18.6,0.5526604954558898
1825,Indonesia,25.2,0.327179456187395
1839,Indonesia,23.7,0.10268239895359939
1850,Indonesia,24.9,0.5712354889884361
1851,Indonesia,25.4,0.9193337278761431
1852,Indonesia,25.4,0.8219522758594732
1853,Indonesia,25.5,-1.9834198941256855
1854,Indonesia,25.3,-0.02493712033641414
1855,Indonesia,24.1,1.299835978546098
1856,Indonesia,24.9,-0.8244071473741491
1866,Indonesia,25.3,-0.09934058957281305
1867,Indonesia,25.2,-0.8203027596943749
1868,Indonesia,25.3,0.6751358600916227
1869,Indonesia,24.5,-0.6792824166618082
1870,Indonesia,24.3,-0.8883030675338437
1871,Indonesia,24.7,-1.05930338533367
1872,Indonesia,24.6,-1.3562551568360732
1873,Indonesia,25.3,-1.310334812224772
1876,Indonesia,24.4,-0.2030294651146233
1877,Indonesia,25.3,1.3305701511574963
1878,Indonesia,25.2,-1.09537508717431
1879,Indonesia,24.9,1.1175871347004147
1880,Indonesia,24.8,0.6984064563779143
1881,Indonesia,25.5,-0.2939020399935194
1882,Indonesia,24.9,-1.4796083115091545
1883,Indonesia,24.8,-1.1813561694476742
1884,Indonesia,24.9,-0.14865676439650802
1885,Indonesia,25.1,1.294665868591292
1886,Indonesia,25.0,0.29436977933875463
1887,Indonesia,24.7,-0.15363363042634584
1889,Indonesia,25.0,2.044942470446697
1890,Indonesia,24.9,0.8468463633042731
1891,Indonesia,25.3,0.08197040542589461
1892,Indonesia,25.1,-0.7145640666225078
1893,Indonesia,25.0,0.47546050457968664
1894,Indonesia,25.1,0.09536505970856186
1895,Indonesia,25.1,2.501509352482799
1896,Indonesia,25.4,1.106353093973765
1897,Indonesia,25.4,0.6136185725300763
1898,Indonesia,25.1,-1.020994935564896
1899,Indonesia,24.9,1.4046213591663372
1900,Indonesia,25.5,0.5921473071795961
1901,Indonesia,24.8,-1.3458787291121526
1902,Indonesia,25.1,-0.702611463840869
1903,Indonesia,24.8,1.6964548396613148
1904,Indonesia,24.9,-0.6520038024077204
1905,Indonesia,25.5,0.020963499214957146
1906,Indonesia,25.2,-0.6153902702361992
1907,Indonesia,25.1,-1.011868448456142
1909,Indonesia,25.0,1.1888418516752115
1911,Indonesia,25.3,1.6591433250340168
1912,Indonesia,25.2,0.12158832536983484
1913,Indonesia,25.3,1.4931956203117567
1914,Indonesia,25.6,2.2918475143262653
1916,Indonesia,25.0,1.389577486120926
1917,Indonesia,24.6,0.5475652778272277
1918,Indonesia,25.3,-0.7731383526468626
1919,Indonesia,25.3,1.6640395721382526
1920,Indonesia,25.4,-0.8988897958737827
1921,Indonesia,25.3,0.6859637286218878
1922,Indonesia,25.4,0.6037415629015497
1924,Indonesia,25.1,0.6997681575742664
1925,Indonesia,25.7,-0.3912759427344686
1926,Indonesia,25.6,0.16107302114432243
1927,Indonesia,25.9,-0.5245509996041879
1928,Indonesia,25.6,-1.0677857478913848
1929,Indonesia,25.4,-1.0812545438630425
1930,Indonesia,25.7,0.48086566045349133
1931,Indonesia,25.7,0.3720439904418126
1932,Indonesia,25.5,-1.3267913767017063
1933,Indonesia,25.3,-1.231366473067576
1934,Indonesia,25.7,-0.40883009072990956
1935,Indonesia,25.7,0.1417177019099397
1936,Indonesia,25.7,0.555611507924409
1937,Indonesia,25.6,-2.022791276667298
1938,Indonesia,25.2,-0.1296866227262015
1939,Indonesia,25.8,1.0362275653951665
1940,Indonesia,25.8,-0.06302660938006592
1941,Indonesia,26.0,-0.44559734597526746
1942,Indonesia,25.9,-0.02227950506539033
1944,Indonesia,25.6,2.5661045486982936
1945,Indonesia,25.4,-2.141488008644811
1946,Indonesia,26.1,-0.7431589387154245
1947,Indonesia,26.0,-1.0103853638414926
1948,Indonesia,26.1,-1.8430727906652047
1949,Indonesia,25.5,1.488678755721823
1950,Indonesia,25.2,-1.480838080974892
1951,Indonesia,26.4,0.03133697369785915
1952,Indonesia,25.9,-1.511296312109215
1953,Indonesia,26.4,1.3507288800088864
1955,Indonesia,25.7,0.2630787178197358
1956,Indonesia,25.4,-1.5983752444506913
1957,Indonesia,26.0,0.4652692334394545
1958,Indonesia,26.0,-0.13904958691775174
1959,Indonesia,26.1,-0.06411063117195023
1960,Indonesia,26.1,-0.773337744534755
1962,Indonesia,25.7,0.23758527513495573
1963,Indonesia,26.0,0.8819735187979424
1964,Indonesia,25.4,0.06648705233781223
1965,Indonesia,26.0,-0.5158245081214485
1966,Indonesia,25.8,-0.5657134529769937
1967,Indonesia,25.7,-0.4206271129228367
1968,Indonesia,25.8,-1.211859808786189
1969,Indonesia,26.0,-1.885733588768055
1970,Indonesia,25.6,-1.2662912900107488
1971,Indonesia,25.7,-1.1654916999607914
1972,Indonesia,26.4,1.1155773080732097
1973,Indonesia,25.7,-0.2714923300817106
1975,Indonesia,25.6,0.264050960512117
1977,Indonesia,26.0,-0.6784842845561374
1978,Indonesia,25.7,1.0072065979773084
1979,Indonesia,25.8,-0.13581969054813778
1980,Indonesia,25.8,-0.6874518423515427
1981,Indonesia,25.7,0.6997234946085514
1982,Indonesia,26.3,-0.45155544961399996
1983,Indonesia,25.7,-0.5649302492008252
1984,Indonesia,25.8,-1.3340144899810429
1985,Indonesia,26.1,0.37413374920184655
1986,Indonesia,26.1,0.9527849219715788
1987,Indonesia,26.2,0.04164302230371232
1988,Indonesia,25.5,-0.11840704059899695
1989,Indonesia,26.0,-0.009630084503606848
1990,Indonesia,25.9,0.9251563676420009
1991,Indonesia,25.9,-0.09573906191803058
1992,Indonesia,25.7,-1.7752207842453822
1993,Indonesia,26.2,-0.3576369726985163
1994,Indonesia,26.1,0.5989360471791932
1995,Indonesia,26.0,-2.407007028354736
1996,Indonesia,25.9,-0.07114014744278022
1997,Indonesia,26.7,1.358822124879439
1998,Indonesia,26.0,-1.057865913291007
2000,Indonesia,26.4,0.049395510555041613
2001,Indonesia,26.1,0.4471635490861399
2004,Indonesia,26.3,0.5863444608825749
2005,Indonesia,26.0,0.6961686471989192
2006,Indonesia,26.7,-0.8791447129714695
2007,Indonesia,26.1,0.2542887235013478
2008,Indonesia,26.0,-0.4725570508868156
2010,Indonesia,25.9,0.2059107373633794
2011,Indonesia,26.2,0.5859227608684896
2012,Indonesia,26.4,-0.22448533181469255
1744,Italy,5.4,-2.9149880145351097
1750,Italy,5.1,-1.142658239298801
1752,Italy,6.7,-0.5097612110996945
1754,Italy,5.8,0.4771553898176683
1755,Italy,5.3,-1.1210060555152845
1756,Italy,3.8,0.20561281282549526
1757,Italy,3.2,2.4536981615562237
1758,Italy,5.9,0.2780545665636489
1759,Italy,3.8,0.17116040262610946
1760,Italy,6.7,-0.5238458233605974
1761,Italy,2.9,-0.62166972665188
1762,Italy,2.6,1.4438128244495971
1763,Italy,6.5,-1.3479451753766112
1764,Italy,7.5,0.45399758728696243
1765,Italy,4.3,1.3906367083496933
1766,Italy,4.6,1.3587722104021769
1767,Italy,3.6,0.36210126855657676
1768,Italy,4.3,-2.4225523312622474
1769,Italy,5.0,0.4584899509598039
1770,Italy,5.7,0.4251810139458795
1771,Italy,7.0,0.847968403367006
1772,Italy,7.7,1.5775800537369613
1773,Italy,7.6,-1.59076409335077
1774,Italy,2.3,-1.0299923104195552
1775,Italy,3.9,0.5953486124180624
1776,Italy,4.2,1.5711485194949537
1777,Italy,3.8,0.6655186950284576
1778,Italy,6.8,-1.788180913647538
1779,Italy,7.9,2.3521606298024116
1780,Italy,4.2,-0.37948913406210033
1781,Italy,6.6,1.6473376199349232
1782,Italy,4.6,1.4478761089511336
1783,Italy,4.0,0.49180008408890974
1784,Italy,3.8,0.29319629579144224
1785,Italy,6.1,0.03448856632602689
1786,Italy,4.4,1.8783763916076588
1787,Italy,7.2,-0.6044422195598671
1788,Italy,1.7,-0.15351577165085045
1789,Italy,3.2,-0.5940168132828267
1790,Italy,5.4,0.3737707360164916
1791,Italy,6.2,1.3153549092854535
1792,Italy,4.3,0.6927877549403162
1793,Italy,7.0,1.0557271099187278
1794,Italy,4.3,0.36716810560796254
1795,Italy,6.3,-0.4680103913124747
1796,Italy,3.9,1.1692670947799857
1797,Italy,6.2,1.0008821222502269
1799,Italy,3.8,-0.951743621571846
1800,Italy,5.3,-2.7702555437019116
1802,Italy,6.6,-0.2336196467100914
1803,Italy,5.5,0.7202090667222648
1804,Italy,5.3,-0.14176361342874533
1805,Italy,4.0,-0.9079263961278119
1806,Italy,7.3,-0.1620993129461369
1807,Italy,4.9,0.18718598670444292
1808,Italy,2.0,-2.7901207868888385
1809,Italy,5.5,-0.6863351661555741
1810,Italy,6.4,-0.8720819318242599
1811,Italy,4.6,1.6883427471796184
1812,Italy,3.1,-1.6718704527493977
1813,Italy,5.9,0.1895886576286706
1814,Italy,6.6,0.43654183339958524
1815,Italy,3.5,0.6212810284511439
1816,Italy,3.2,0.2711210220177945
1817,Italy,5.0,-0.24442525292569006
1818,Italy,4.9,-2.0855517395215775
1819,Italy,5.3,-0.3923363188080236
1820,Italy,4.8,-0.7227326755145531
1821,Italy,6.3,-0.7424019442816341
1822,Italy,4.5,0.5150256103995882
1823,Italy,4.9,0.4149080264674915
1824,Italy,7.1,1.378190173500453
1825,Italy,8.8,0.867935733582386
1826,Italy,5.9,0.3814650419766201
1827,Italy,5.6,-0.4996556936969525
1828,Italy,5.5,-1.6431705886688193
1829,Italy,2.9,-1.435256675408416
1830,Italy,5.8,1.7140272558083711
1831,Italy,5.6,1.1814756750036506
1832,Italy,3.5,2.11514652794671
1833,Italy,6.6,-0.1878480272778095
1835,Italy,2.6,-0.5880403746090989
1836,Italy,6.1,-0.3621799097669853
1837,Italy,5.1,-1.4194948891877204
1838,Italy,4.3,1.182340919303592
1839,Italy,7.5,0.21088160291653552
1840,Italy,3.5,0.6579789762564265
1841,Italy,7.0,-0.6650448460573882
1842,Italy,6.1,-0.3328731653332656
1843,Italy,5.3,-0.5922239984712934
1844,Italy,4.1,0.03312826322949618
1845,Italy,6.1,1.1972182416259243
1846,Italy,3.9,0.288868765660224
1847,Italy,4.9,-0.9627075039630516
1848,Italy,4.6,-0.13739097034622147
1849,Italy,3.7,-1.0200585534448376
1850,Italy,5.4,-0.15998297867953776
1851,Italy,3.1,0.8199336566702199
1852,Italy,7.5,-1.135677939462899
1853,Italy,3.7,-0.20793142292260586
1854,Italy,5.5,-1.1668401062102294
1855,Italy,2.7,-0.5936260699782986
1856,Italy,4.4,1.058792191161077
1857,Italy,4.5,-0.9214445385078421
1859,Italy,2.9,-0.8777996059495499
1860,Italy,5.1,-0.09210404711539284
1861,Italy,3.5,-1.3378829155685137
1862,Italy,4.2,0.5274103934745736
1863,Italy,5.0,-0.483860751978579
1864,Italy,4.9,-1.541681639797605
1865,Italy,4.9,-0.5755637046419155
1866,Italy,5.9,0.055242997663324696
1867,Italy,3.1,-0.939570995935685
1868,Italy,7.5,-1.6895805877148369
1869,Italy,5.7,-0.8993574989508779
1870,Italy,3.9,1.2353065134920018
1871,Italy,1.4,-0.09398273540151042
1872,Italy,7.7,-0.9703411184479788
1873,Italy,4.6,0.34410526618087256
1874,Italy,4.8,-0.4090356663732133
1875,Italy,3.7,-0.2909131391353323
1876,Italy,7.2,-0.3993022302922626
1877,Italy,4.8,-0.14133194153088077
1878,Italy,3.9,0.4851155542653127
1879,Italy,1.8,-0.234928327950962
1880,Italy,7.4,-0.5841696706705956
1881,Italy,5.8,0.4053868183713851
1883,Italy,4.2,-1.1100762292735298
1885,Italy,4.2,0.29493373780569093
1886,Italy,5.8,0.05366012979915476
1887,Italy,4.6,-0.33108937765263463
1888,Italy,5.6,0.04584691129498293
1889,Italy,3.4,-1.259822273432059
1890,Italy,3.2,1.061433582139871
1891,Italy,5.6,1.2602441634082866
1893,Italy,5.7,-0.6585246438331102
1894,Italy,4.4,0.571995981446792
1896,Italy,5.7,1.3098577844348052
1897,Italy,4.6,-0.8062702790841826
1898,Italy,5.8,1.0567309993821163
1899,Italy,4.3,-1.2671268021496491
1900,Italy,6.5,0.29728774243945416
1901,Italy,6.2,1.0275454854045614
1902,Italy,4.7,-0.2905136468204144
1904,Italy,5.4,-0.70219061023596
1905,Italy,5.7,-0.754994446528913
1906,Italy,4.1,-0.3866813672780914
1907,Italy,7.0,-0.4897890737012617
1908,Italy,4.9,-3.444691924266495
1909,Italy,7.2,0.5727661996931082
1910,Italy,7.5,-1.239550448366939
1911,Italy,7.2,-1.3986960834419035
1912,Italy,6.0,-1.667310805763743
1913,Italy,5.5,-0.3788998638404458
1914,Italy,6.6,-1.9411833260613647
1915,Italy,8.1,0.030215925389375713
1916,Italy,7.4,-0.31385835371456666
1917,Italy,3.6,-0.013080085107700888
1918,Italy,6.4,-0.16008861113751388
1920,Italy,6.5,-1.1700867964775878
1921,Italy,5.0,-1.9575467310793082
1922,Italy,5.1,-0.2580568388338793
1923,Italy,5.4,1.5402069427960559
1926,Italy,5.3,0.49379444624762026
1927,Italy,6.1,-0.28284377693281776
1928,Italy,4.4,-1.2517368073099255
1929,Italy,6.6,1.0058983849346474
1930,Italy,6.1,-1.1730624279752984
1931,Italy,4.0,0.30047615301774694
1932,Italy,7.2,0.12181627117246376
1933,Italy,3.5,-0.6312027636263748
1934,Italy,7.6,-0.8667771929730493
1935,Italy,5.7,-0.34534471469290967
1936,Italy,5.8,2.2529731044617596
1937,Italy,4.8,-1.1091259780643408
1938,Italy,5.1,0.009785902953332188
1939,Italy,5.1,-0.3287365818675481
1941,Italy,4.0,-0.053654231306328175
1942,Italy,6.6,0.1940337868167357
1944,Italy,5.0,0.23293012321959988
1945,Italy,5.8,-0.6140304916037151
1946,Italy,3.8,-0.40472041359416994
1947,Italy,5.2,-0.29825367401523967
1949,Italy,6.6,-2.0695817161468057
1950,Italy,5.6,-1.423433385906179
1951,Italy,6.0,-0.5263023291137253
1952,Italy,5.8,1.4612524740337485
1953,Italy,7.6,1.1858574995930893
1954,Italy,7.1,1.0897336559197406
1955,Italy,7.6,0.7837114047515353
1956,Italy,5.1,-0.5591293262883937
1957,Italy,5.5,1.8160242979092007
1958,Italy,7.1,0.40315217517642216
1959,Italy,7.1,2.1941595891656247
1960,Italy,6.5,-1.4986344457572018
1961,Italy,5.9,-1.4333017958411296
1962,Italy,3.8,1.1430947393283997
1964,Italy,6.0,1.4450011338585107
1965,Italy,6.6,-0.8230192884733691
1967,Italy,5.1,0.8313359218862808
1968,Italy,5.1,0.10716338379664153
1969,Italy,3.6,0.348597158869391
1970,Italy,5.5,-1.9850514115472262
1971,Italy,6.0,-1.4770985052906456
1972,Italy,6.2,0.5285838536055072
1973,Italy,5.3,0.32852845596674984
1974,Italy,6.0,0.012983703622212196
1975,Italy,6.1,0.8783535589446553
1976,Italy,5.7,1.140527253929523
1977,Italy,5.6,1.7292078665645096
1978,Italy,6.7,0.5018392028175251
1979,Italy,6.9,-1.7192479837490489
1980,Italy,4.2,-0.16790999389410577
1981,Italy,6.0,-0.41246323443364963
1983,Italy,5.8,-0.7082003863176584
1984,Italy,6.6,-0.32842656449823654
1985,Italy,7.3,-0.07973952271927091
1986,Italy,5.1,0.3322837676269304
1987,Italy,7.1,-0.009428046180439409
1988,Italy,5.5,-0.1014206792727182
1989,Italy,6.8,-0.22853838537302024
1990,Italy,4.3,0.44128325481257724
1991,Italy,3.9,1.0795854400041431
1992,Italy,6.3,-0.2935596026827893
1993,Italy,7.1,-0.6869345856223329
1994,Italy,7.0,0.22209661870513084
1995,Italy,6.9,-0.7606317421594206
1996,Italy,6.1,-0.06605246464720511
1997,Italy,6.7,-0.7131752501954314
1998,Italy,4.7,-2.027007768551242
1999,Italy,5.8,-0.4591053464435817
2000,Italy,7.8,0.30405430805704586
2001,Italy,3.8,-1.3489751628501743
2003,Italy,6.3,1.566633753560174
2004,Italy,7.1,0.5507128352550341
2006,Italy,7.3,-0.40997006915589157
2007,Italy,5.2,-0.04394956206984271
2008,Italy,5.9,0.4250529710094461
2009,Italy,6.2,0.11770801883002939
2010,Italy,5.1,1.4818816455032213
2011,Italy,7.0,0.2771592046745014
2012,Italy,5.7,-0.3083227203219239
1841,Japan,3.3,-0.15858754944717493
1842,Japan,4.4,0.28206874533472476
1843,Japan,4.2,1.4687124907396023
1844,Japan,2.2,-1.3555535395798328
1845,Japan,1.6,-0.11614622253773998
1846,Japan,4.1,-1.9276506827709745
1847,Japan,2.9,-0.054736993669461054
1848,Japan,3.8,0.6296030386802659
1849,Japan,2.2,-0.9279211192201215
1850,Japan,2.6,-0.1676025895381251
1851,Japan,2.3,-0.910354606465763
1852,Japan,3.8,-0.5247633439042809
1853,Japan,2.9,-0.4270758106230573
1854,Japan,3.0,1.4050568460260924
1855,Japan,3.2,-0.32066854904152764
1856,Japan,3.2,-0.21432472201038583
1857,Japan,3.3,-0.05713336697247502
1858,Japan,2.7,-0.5759898835800635
1859,Japan,3.9,0.718638873741027
1860,Japan,1.1,-0.8212136885194307
1861,Japan,2.8,0.8455881597359026
1862,Japan,1.9,1.9619795600760905
1863,Japan,3.2,0.007986732764627262
1864,Japan,2.3,0.5259690129849719
1865,Japan,2.5,-0.9545870049855747
1866,Japan,3.1,-0.21901065855267604
1867,Japan,4.1,2.1418394126358473
1868,Japan,3.2,-0.03218974237114439
1870,Japan,2.1,1.474710346422921
1871,Japan,2.4,-1.2813963237086936
1872,Japan,2.9,0.0664300336879191
1873,Japan,3.0,0.5423851332042007
1874,Japan,2.9,-2.8143586489460177
1876,Japan,2.6,-0.37387728633528183
1877,Japan,3.5,1.449148424175068
1878,Japan,2.0,-0.1641199058644337
1879,Japan,5.4,0.6724010352102864
1882,Japan,1.8,-2.055376174890728
1883,Japan,2.3,-0.20827243243300253
1884,Japan,0.8,1.7305653748848653
1885,Japan,3.8,0.7228323489610909
1886,Japan,2.6,-1.7798331467081547
1887,Japan,3.5,-0.5497559251519512
1888,Japan,3.7,0.6157493873778376
1889,Japan,3.0,0.6868582828839279
1890,Japan,6.7,0.17449553812557697
1891,Japan,3.6,-1.5883003843413028
1892,Japan,0.7,-0.7248831001203399
1894,Japan,3.4,-1.7839412380308812
1895,Japan,3.4,0.9387831180485436
1896,Japan,2.5,0.4189132247070104
1897,Japan,1.2,0.19453240987615222
1898,Japan,4.3,1.507275584502878
1899,Japan,3.7,-0.5426747732625282
1900,Japan,2.9,0.9362649647986733
1901,Japan,2.2,0.6456183262628775
1902,Japan,5.6,0.03297049383609067
1903,Japan,1.7,1.7301746740322683
1904,Japan,3.6,-1.6644330062758892
1905,Japan,4.8,0.5830558287730813
1906,Japan,3.5,0.24828665306046802
1907,Japan,1.8,-1.2458998177520304
1908,Japan,3.0,0.23495752743715279
1909,Japan,2.3,-1.2484586759509873
1910,Japan,1.3,0.925352461968361
1911,Japan,2.9,0.39643483262370854
1912,Japan,2.3,-0.5151280865278834
1913,Japan,2.9,-1.3150459053574193
1914,Japan,3.4,-0.42802301594494085
1915,Japan,4.2,-0.6261528788037061
1916,Japan,4.2,0.3862241387735511
1917,Japan,2.4,-2.5682652581662673
1918,Japan,2.2,-1.1591055251583071
1919,Japan,3.2,0.7136642009555825
1920,Japan,3.0,1.12052536948661
1921,Japan,2.8,-0.22918126851560167
1922,Japan,2.2,0.2053945062380664
1923,Japan,3.5,1.1048869593494992
1924,Japan,2.7,0.9700958803420413
1925,Japan,4.1,-0.43677553541815645
1926,Japan,2.0,0.5013270410128595
1927,Japan,3.5,0.35740981108521364
1928,Japan,2.6,-0.2901554058516658
1929,Japan,5.4,-0.30227527107484164
1930,Japan,3.0,-0.4630743923045289
1931,Japan,4.0,0.3948050008919009
1932,Japan,4.0,0.270349868101396
1933,Japan,3.9,-0.1950346885887827
1934,Japan,3.9,-1.1863115302782785
1935,Japan,2.4,1.2223074647359955
1937,Japan,2.1,-0.01253678109142884
1938,Japan,2.7,0.426362277301731
1939,Japan,3.2,-0.5715632645472689
1940,Japan,4.4,-0.7529171358984839
1941,Japan,4.3,0.6375238613669859
1943,Japan,3.5,1.3641688393251576
1944,Japan,1.1,-0.10165708044406406
1945,Japan,2.1,1.23985104693715
1946,Japan,2.4,-0.029164589748977274
1947,Japan,1.3,-0.3589694745711121
1948,Japan,5.9,0.4679870132012847
1949,Japan,3.5,-1.1904351936129043
1950,Japan,2.9,-0.07997955662977572
1951,Japan,5.1,-0.036870241447978784
1952,Japan,2.3,1.6226284014132444
1953,Japan,4.9,0.5667338552345224
1954,Japan,4.3,0.9255385963846896
1955,Japan,5.3,-0.6816706157389432
1956,Japan,1.9,0.7066027409073481
1957,Japan,4.8,1.2815605335299336
1958,Japan,5.5,-1.5131751498620911
1959,Japan,4.3,-0.3051209202797811
1960,Japan,3.3,0.7417030591606585
1961,Japan,4.4,0.639357573380918
1962,Japan,4.5,-0.1646149081144248
1963,Japan,4.9,-1.04979668540711
1964,Japan,3.9,-0.6268487295984206
1965,Japan,3.3,2.827035401677915
1966,Japan,2.1,0.36603852731659187
1967,Japan,2.3,-0.009542348859381159
1968,Japan,6.0,-0.8437410780402024
1969,Japan,2.3,-0.447362702304431
1970,Japan,2.9,-0.06763758769461724
1971,Japan,4.0,-0.1659625329785172
1972,Japan,4.5,0.13177166137693652
1973,Japan,2.2,0.8606578018590448
1974,Japan,2.4,-0.9172233500380389
1975,Japan,3.0,0.9630226038743267
1976,Japan,3.0,-0.8377021294966012
1977,Japan,4.8,-1.4954103988023641
1978,Japan,4.7,0.20073164706865446
1979,Japan,5.5,-0.9058367834611067
1980,Japan,3.2,2.4217759838080943
1981,Japan,3.8,0.8887611748551696
1982,Japan,4.7,-0.7325641561829179
1983,Japan,2.7,0.7889216045286155
1984,Japan,3.3,0.895781545280497
1985,Japan,2.3,0.037983809509506146
1986,Japan,4.5,-0.24177946429153035
1987,Japan,4.1,0.08671157437536466
1988,Japan,3.9,-0.7687581984481718
1989,Japan,4.5,1.8763545572651514
1990,Japan,5.7,0.7551878748301846
1991,Japan,4.9,0.7133770446577657
1992,Japan,4.8,-0.7243220835052937
1993,Japan,4.3,-0.9953763035901669
1994,Japan,4.4,1.229728456767895
1995,Japan,3.3,0.3481603879791452
1996,Japan,4.3,-0.35884396760296194
1997,Japan,5.0,-1.2527695947915276
1998,Japan,4.8,1.1607594759687445
2000,Japan,3.8,-0.038386217761668756
2001,Japan,2.9,-0.5768131021986993
2002,Japan,3.1,-0.43300445606520493
2003,Japan,4.8,-0.20303261169622377
2004,Japan,5.3,1.0974426011855685
2005,Japan,1.6,0.9353258379868244
2006,Japan,4.7,1.0503464231439932
2007,Japan,4.7,0.538923827182725
2008,Japan,5.1,-0.8941663371617196
2009,Japan,4.2,-0.3050057865887587
2010,Japan,5.0,0.6603217642577976
2011,Japan,3.2,0.32031106489409905
1835,Mexico,13.4,2.19447593178134
1836,Mexico,14.4,0.746398432649194
1837,Mexico,15.0,0.0006655903924657812
1838,Mexico,14.5,1.3353146296601044
1839,Mexico,12.9,0.654822632618839
1840,Mexico,14.6,0.6664927765951487
1841,Mexico,15.2,0.20176624521277411
1842,Mexico,15.6,-0.6165271991551625
1843,Mexico,16.2,0.8014468122781195
1844,Mexico,13.7,0.44877755755920984
1846,Mexico,16.6,0.5209615269733139
1847,Mexico,14.0,-1.306760051302169
1848,Mexico,14.6,2.9280116702292056
1849,Mexico,14.9,1.1705522845520517
1850,Mexico,12.9,0.491319331295494
1851,Mexico,14.7,-1.4251069347457495
1853,Mexico,15.2,0.418427808239898
1854,Mexico,13.9,-0.37737037876430557
1855,Mexico,14.7,-0.15830306216064743
1856,Mexico,13.7,-0.021463561298509373
1857,Mexico,14.9,-0.9819306758914582
1858,Mexico,14.3,0.39677945538644394
1859,Mexico,12.9,-0.5927854593034219
1860,Mexico,14.4,0.35220917725714285
1861,Mexico,16.5,0.33812738830748973
1862,Mexico,14.5,0.8125516295262675
1864,Mexico,15.6,-1.1982302882987772
1865,Mexico,15.1,-1.0796113641200848
1866,Mexico,15.4,-0.41113204263512665
1867,Mexico,18.0,-1.5529492051408689
1868,Mexico,14.3,0.7047247591670308
1869,Mexico,13.4,-1.4202095766240563
1870,Mexico,12.9,-0.18657889956572063
1871,Mexico,15.3,-0.40068144042458215
1872,Mexico,14.5,-1.4613254747810072
1873,Mexico,15.9,-0.34397429864147644
1874,Mexico,15.5,-1.924858842847289
1875,Mexico,15.8,0.4921645143190509
1876,Mexico,13.2,-0.3161434849118666
1877,Mexico,15.6,-0.8343731396275017
1879,Mexico,16.0,1.1019274602730016
1880,Mexico,15.0,0.7417662771427789
1881,Mexico,15.3,1.6775354668627886
1882,Mexico,14.7,1.1089793543320072
1883,Mexico,15.6,-1.3537747943274756
1884,Mexico,15.3,-0.168508719648083
1885,Mexico,15.5,-1.438672758660351
1886,Mexico,14.4,-0.6313657534824261
1887,Mexico,13.5,1.1627437699472012
1889,Mexico,16.8,-0.33918454993302694
1890,Mexico,15.4,-0.5678720003952276
1891,Mexico,14.6,-0.5177858228583099
1892,Mexico,14.5,-1.8460312943086499
1893,Mexico,15.3,-0.8608176679285022
1894,Mexico,15.7,0.5601795359823725
1895,Mexico,14.6,-1.1857030681680298
1896,Mexico,15.3,0.010477207667783291
1897,Mexico,14.7,0.44557051162293415
1898,Mexico,13.9,-0.9558175506771811
1899,Mexico,15.1,-1.04669790067402
1900,Mexico,15.1,1.0477081962589472
1901,Mexico,14.6,1.1930673086827568
1902,Mexico,15.4,0.6342836212069694
